name,variation,buy_price,sell_price,source,style,filename
giant ribbon,Red,1470,367,Able Sisters,Cute,CapOrnamentTRibbon0
glengarry,Black,1320,330,Able Sisters,Elegant,CapHatGreeneryRed
gold helmet,Gold,NFS,50000,Crafting,Gorgeous,CapFullfaceKnightGold
gold rose crown,Gold,NFS,12000,Crafting,Cute,CapOrnamentRose5
gothic headdress,Black,1120,280,Able Sisters,Elegant,CapHelmetHeaddress1
gothic headdress,Red,1120,280,Able Sisters,Elegant,CapHelmetHeaddress2
gothic headdress,Pink,1120,280,Able Sisters,Elegant,CapHelmetHeaddress3
gothic headdress,Blue,1120,280,Able Sisters,Elegant,CapHelmetHeaddress4
gothic headdress,Light purple,1120,280,Able Sisters,Elegant,CapHelmetHeaddress5
gothic headdress,Purple,1120,280,Able Sisters,Elegant,CapHelmetHeaddress0
grape hat,Purple,700,175,Able Sisters,Cute,CapHatGrape
halo,Gold,2220,555,Able Sisters,Cute,CapOrnamentAAngel0
headband,Blue,1400,350,Able Sisters,Cute,CapWigTurban1
headband,Purple,1400,350,Able Sisters,Cute,CapWigTurban2
headband,Green,1400,350,Able Sisters,Cute,CapWigTurban3
headband,Pink,1400,350,Able Sisters,Cute,CapWigTurban0
headgear,Red,910,227,Able Sisters,Active,CapCostumeHeadgear0
headgear,Blue,910,227,Able Sisters,Active,CapCostumeHeadgear1
headgear,Green,910,227,Able Sisters,Active,CapCostumeHeadgear2
headkerchief,Green,490,122,Able Sisters,Cool,CapFullfaceHokkamuriGreen
heart hairpin,Red,700,175,Able Sisters,Cute,CapOrnamentLHearthairpin1
heart hairpin,Green,700,175,Able Sisters,Cute,CapOrnamentLHearthairpin2
heart hairpin,Blue,700,175,Able Sisters,Cute,CapOrnamentLHearthairpin3
heart hairpin,Black,700,175,Able Sisters,Cute,CapOrnamentLHearthairpin4
heart hairpin,Pink,700,175,Able Sisters,Cute,CapOrnamentLHearthairpin0
helmet with goggles,Pink,1100,275,Able Sisters,Active,CapCostumeGogglehelmet0
helmet with goggles,Green,1100,275,Able Sisters,Active,CapCostumeGogglehelmet1
helmet with goggles,Purple,1100,275,Able Sisters,Active,CapCostumeGogglehelmet2
helmet with goggles,Blue,1100,275,Able Sisters,Active,CapCostumeGogglehelmet3
helmet with goggles,Red,1100,275,Able Sisters,Active,CapCostumeGogglehelmet4
helmet with goggles,Light blue,1100,275,Able Sisters,Active,CapCostumeGogglehelmet5
helmet with goggles,Black,1100,275,Able Sisters,Active,CapCostumeGogglehelmet6
helmet with goggles,Yellow,1100,275,Able Sisters,Active,CapCostumeGogglehelmet7
hibiscus hairpin,Yellow,560,140,Able Sisters,Elegant,CapOrnamentLHibiscus1
hibiscus hairpin,White,560,140,Able Sisters,Elegant,CapOrnamentLHibiscus2
hibiscus hairpin,Red,560,140,Able Sisters,Elegant,CapOrnamentLHibiscus0
hibiscus hairpin,Pink,560,140,Able Sisters,Elegant,CapOrnamentLHibiscus3
hockey mask,White,1440,360,Able Sisters,Cool,AccessoryGlassmouthHockeyWhite
hot-dog hood,Red,560,140,Able Sisters,Active,CapBangsSausage
hyacinth crown,Red,NFS,640,Crafting,Cute,CapOrnamentHyacinth1
imitation cow skull,White,1120,280,Able Sisters,Cool,CapHatCowWhite
imp hood,Black,1760,440,Able Sisters,Cool,CapCostumeDevil0
imp hood,Red,1760,440,Able Sisters,Cool,CapCostumeDevil1
jester's cap,Black & white,1900,475,Able Sisters,Active,CapHatClown1
jester's cap,Red & blue,1900,475,Able Sisters,Active,CapHatClown2
jester's cap,Green & red,1900,475,Able Sisters,Active,CapHatClown3
jester's cap,Purple & yellow,1900,475,Able Sisters,Active,CapHatClown0
jockey's helmet,Pink,1120,280,Able Sisters,Active,CapHatJockey0
jockey's helmet,Orange,1120,280,Able Sisters,Active,CapHatJockey1
jockey's helmet,Green,1120,280,Able Sisters,Active,CapHatJockey2
jockey's helmet,Yellow,1120,280,Able Sisters,Active,CapHatJockey3
jockey's helmet,Blue,1120,280,Able Sisters,Active,CapHatJockey4
jockey's helmet,Red,1120,280,Able Sisters,Active,CapHatJockey5
jockey's helmet,Black,1120,280,Able Sisters,Active,CapHatJockey6
jockey's helmet,White,1120,280,Able Sisters,Active,CapHatJockey7
kaffiyeh,White,NFS,800,Gulliver,Elegant,CapHelmetKandula0
kaffiyeh,Red,NFS,800,Gulliver,Elegant,CapHelmetKandula1
kaffiyeh,Black,NFS,800,Gulliver,Elegant,CapHelmetKandula2
kappa cap,Green,980,245,Able Sisters,Cute,CapCostumeKappa0
kappa cap,Pink,980,245,Able Sisters,Cute,CapCostumeKappa1
kiwi hat,Green,770,192,Able Sisters,Cute,CapHatKiwi
knight's helmet,Gray,NFS,3750,Crafting,Cool,CapFullfaceKnightIron
knit cap with earflaps,Ruby red,1000,250,Able Sisters,Cute,CapBangsEarknit4
knit cap with earflaps,Moss green,1000,250,Able Sisters,Cute,CapBangsEarknit5
knit cap with earflaps,Gray,1000,250,Able Sisters,Cute,CapBangsEarknit6
knit cap with earflaps,Beige,1000,250,Able Sisters,Cute,CapBangsEarknit0
knit cap with earflaps,Blue,1000,250,Able Sisters,Cute,CapBangsEarknit1
knit cap with earflaps,Pink,1000,250,Able Sisters,Cute,CapBangsEarknit2
knit cap with earflaps,Green,1000,250,Able Sisters,Cute,CapBangsEarknit3
knit hat,White,560,140,Able Sisters,Simple,CapHatKnitcap1
knit hat,Gray,560,140,Able Sisters,Simple,CapHatKnitcap2
knit hat,Ochre,560,140,Able Sisters,Simple,CapHatKnitcap3
knit hat,Red,560,140,Able Sisters,Simple,CapHatKnitcap4
knit hat,Blue,560,140,Able Sisters,Simple,CapHatKnitcap5
knit hat,Green,560,140,Able Sisters,Simple,CapHatKnitcap6
knit hat,Pink,560,140,Able Sisters,Simple,CapHatKnitcap7
knit hat,Black,560,140,Able Sisters,Simple,CapHatKnitcap0
Labelle cap,Passion,2400,600,Labelle,Cool,CapHatKatecap2
Labelle cap,Ocean,2400,600,Labelle,Cool,CapHatKatecap3
Labelle cap,Sunset,2400,600,Labelle,Cool,CapHatKatecap4
Labelle cap,Twilight,2400,600,Labelle,Cool,CapHatKatecap0
Labelle cap,Love,2400,600,Labelle,Cool,CapHatKatecap5
Labelle cap,Midnight,2400,600,Labelle,Cool,CapHatKatecap1
Labelle hat,Twilight,2500,625,Labelle,Gorgeous,CapHatKatehat0
Labelle hat,Midnight,2500,625,Labelle,Gorgeous,CapHatKatehat1
Labelle hat,Passion,2500,625,Labelle,Gorgeous,CapHatKatehat2
Labelle hat,Ocean,2500,625,Labelle,Gorgeous,CapHatKatehat3
Labelle hat,Sunset,2500,625,Labelle,Gorgeous,CapHatKatehat4
Labelle hat,Love,2500,625,Labelle,Gorgeous,CapHatKatehat5
leaf mask,Green,NFS,200,Crafting,Cute,CapMaskLeaf0
leaf-egg shell,None,NFS,800,Crafting,Active,CapHatEggleaf0
lettered cap,Beige,560,140,Able Sisters,Active,CapHatLogocap1
lettered cap,Olive,560,140,Able Sisters,Active,CapHatLogocap2
lettered cap,Red,560,140,Able Sisters,Active,CapHatLogocap0
lily crown,Colorful,NFS,480,Crafting,Cute,CapOrnamentYuri1
lovely cosmos crown,Colorful,NFS,1120,Crafting,Cute,CapOrnamentCosmos2
mage's hat,Blue,3440,860,Able Sisters,Cool,CapHatWitch1
mage's hat,White,3440,860,Able Sisters,Cool,CapHatWitch2
mage's hat,Red,3440,860,Able Sisters,Cool,CapHatWitch3
mage's hat,Black,3440,860,Able Sisters,Cool,CapHatWitch0
matanpushi,Brown,880,220,Able Sisters,Cool,CapHatMatampushi1
matanpushi,Red,880,220,Able Sisters,Cool,CapHatMatampushi2
matanpushi,Blue,880,220,Able Sisters,Cool,CapHatMatampushi0
matronly bun,Hair Color,1280,320,Able Sisters,Elegant,CapWigOnionhair
mesh cap,Red,560,140,Able Sisters,Active,CapHatMeshcap1
mesh cap,Pink,560,140,Able Sisters,Active,CapHatMeshcap2
mesh cap,Green,560,140,Able Sisters,Active,CapHatMeshcap3
mesh cap,Orange,560,140,Able Sisters,Active,CapHatMeshcap4
mesh cap,Purple,560,140,Able Sisters,Active,CapHatMeshcap0
mesh cap,Yellow,560,140,Able Sisters,Active,CapHatMeshcap5
mesh cap,Black,560,140,Able Sisters,Active,CapHatMeshcap6
milkmaid hat,White,NFS,800,Gulliver,Elegant,CapBangsVolendamWhite
mohawk wig,Hair Color,1280,320,Able Sisters,Cool,CapWigMohican
mum crown,Colorful,NFS,480,Crafting,Cute,CapOrnamentMum1
mummy mask,White,980,245,Able Sisters,Cool,CapFullfaceMummyWhite
New Year's hat,Purple,NFS,125,Countdown event,Gorgeous,CapHatNewyearPurple
New Year's hat,Pink,NFS,125,Countdown event,Gorgeous,CapHatNewyearPink
New Year's hat,Light blue,NFS,125,Countdown event,Gorgeous,CapHatNewyearLightblue
New Year's hat,Red,NFS,125,Countdown event,Gorgeous,CapHatNewyearRed
New Year's hat,Blue,NFS,125,Countdown event,Gorgeous,CapHatNewyearBlue
New Year's hat,Yellow,NFS,125,Countdown event,Gorgeous,CapHatNewyearYellow
New Year's hat,Green,NFS,125,Countdown event,Gorgeous,CapHatNewyearGreen
New Year's hat,Orange,NFS,125,Countdown event,Gorgeous,CapHatNewyearOrange
New Year's silk hat,Orange,NFS,125,Countdown event,Gorgeous,CapHatNewyearsilkOrange
New Year's silk hat,Purple,NFS,125,Countdown event,Gorgeous,CapHatNewyearsilkPurple
New Year's silk hat,Pink,NFS,125,Countdown event,Gorgeous,CapHatNewyearsilkPink
New Year's silk hat,Light blue,NFS,125,Countdown event,Gorgeous,CapHatNewyearsilkLightblue
New Year's silk hat,Red,NFS,125,Countdown event,Gorgeous,CapHatNewyearsilkRed
New Year's silk hat,Blue,NFS,125,Countdown event,Gorgeous,CapHatNewyearsilkBlue
New Year's silk hat,Yellow,NFS,125,Countdown event,Gorgeous,CapHatNewyearsilkYellow
New Year's silk hat,Green,NFS,125,Countdown event,Gorgeous,CapHatNewyearsilkGreen
ninja hood,Dark blue,1400,350,Able Sisters,Cool,CapCostumeNinja0
ninja hood,Gray,1400,350,Able Sisters,Cool,CapCostumeNinja1
ninja hood,Red,1400,350,Able Sisters,Cool,CapCostumeNinja2
ninja hood,Purple,1400,350,Able Sisters,Cool,CapCostumeNinja3
