name,variation,buy_price,sell_price,source,style,filename
chain pants,Blue,1300,325,Able Sisters,Cool,BottomsTexPantsNormalChain1
chain pants,White,1300,325,Able Sisters,Cool,BottomsTexPantsNormalChain2
chain pants,Black,1300,325,Able Sisters,Cool,BottomsTexPantsNormalChain3
chino pants,Beige,700,175,Able Sisters,Simple,BottomsTexPantsNormalChino0
chino pants,Brown,700,175,Able Sisters,Simple,BottomsTexPantsNormalChino1
chino pants,Navy blue,700,175,Able Sisters,Simple,BottomsTexPantsNormalChino2
chino pants,Avocado,700,175,Able Sisters,Simple,BottomsTexPantsNormalChino3
chino pants,Gray,700,175,Able Sisters,Simple,BottomsTexPantsNormalChino4
chino pants,Red,700,175,Able Sisters,Simple,BottomsTexPantsNormalChino5
chino pants,Blue,700,175,Able Sisters,Simple,BottomsTexPantsNormalChino6
chino pants,Yellow,700,175,Able Sisters,Simple,BottomsTexPantsNormalChino7
colorful skirt,Red,1100,275,Able Sisters,Simple,BottomsTexSkirtLongEnaguas0
colorful skirt,Blue,1100,275,Able Sisters,Simple,BottomsTexSkirtLongEnaguas1
colorful skirt,Pink,1100,275,Able Sisters,Simple,BottomsTexSkirtLongEnaguas2
colorful skirt,Green,1100,275,Able Sisters,Simple,BottomsTexSkirtLongEnaguas3
colorful skirt,Orange,1100,275,Able Sisters,Simple,BottomsTexSkirtLongEnaguas4
comedian's pants,Orange,2100,525,Able Sisters,Gorgeous,BottomsTexPantsNormalComedian0
comedian's pants,Blue,2100,525,Able Sisters,Gorgeous,BottomsTexPantsNormalComedian1
comedian's pants,Red,2100,525,Able Sisters,Gorgeous,BottomsTexPantsNormalComedian2
comedian's pants,Yellow,2100,525,Able Sisters,Gorgeous,BottomsTexPantsNormalComedian3
comedian's pants,Green,2100,525,Able Sisters,Gorgeous,BottomsTexPantsNormalComedian4
comedian's pants,Purple,2100,525,Able Sisters,Gorgeous,BottomsTexPantsNormalComedian5
comedian's pants,Aquamarine,2100,525,Able Sisters,Gorgeous,BottomsTexPantsNormalComedian6
comedian's pants,White,2100,525,Able Sisters,Gorgeous,BottomsTexPantsNormalComedian7
comic shorts,Black,1140,285,Able Sisters,Cool,BottomsTexPantsHalfComic0
corduroy pants,Camel,1040,260,Able Sisters,Simple,BottomsTexPantsWideCorduroy0
corduroy pants,Brown,1040,260,Able Sisters,Simple,BottomsTexPantsWideCorduroy1
corduroy pants,Pink,1040,260,Able Sisters,Simple,BottomsTexPantsWideCorduroy2
corduroy pants,Green,1040,260,Able Sisters,Simple,BottomsTexPantsWideCorduroy3
corduroy pants,Light gray,1040,260,Able Sisters,Simple,BottomsTexPantsWideCorduroy4
corduroy pants,Black,1040,260,Able Sisters,Simple,BottomsTexPantsWideCorduroy5
corduroy skirt,Brown,1040,260,Able Sisters,Simple,BottomsTexSkirtBoxCorduroy0
corduroy skirt,Camel,1040,260,Able Sisters,Simple,BottomsTexSkirtBoxCorduroy1
corduroy skirt,Pink,1040,260,Able Sisters,Simple,BottomsTexSkirtBoxCorduroy2
corduroy skirt,Green,1040,260,Able Sisters,Simple,BottomsTexSkirtBoxCorduroy3
corduroy skirt,Light gray,1040,260,Able Sisters,Simple,BottomsTexSkirtBoxCorduroy4
corduroy skirt,Black,1040,260,Able Sisters,Simple,BottomsTexSkirtBoxCorduroy5
corte skirt,Blue,880,220,Able Sisters,Simple,BottomsTexSkirtLongCorte0
corte skirt,Magenta,880,220,Able Sisters,Simple,BottomsTexSkirtLongCorte1
corte skirt,Green,880,220,Able Sisters,Simple,BottomsTexSkirtLongCorte2
cropped pants,Black,920,230,Able Sisters,Simple,BottomsTexPantsNormalCropped0
cropped pants,White,920,230,Able Sisters,Simple,BottomsTexPantsNormalCropped1
cropped pants,Pink,920,230,Able Sisters,Simple,BottomsTexPantsNormalCropped2
cropped pants,Light blue,920,230,Able Sisters,Simple,BottomsTexPantsNormalCropped3
cropped pants,Beige,920,230,Able Sisters,Simple,BottomsTexPantsNormalCropped4
cropped pants,Orange,920,230,Able Sisters,Simple,BottomsTexPantsNormalCropped5
cropped pants,Blue,920,230,Able Sisters,Simple,BottomsTexPantsNormalCropped6
cropped pants,Yellow,920,230,Able Sisters,Simple,BottomsTexPantsNormalCropped7
cuffed pants,Brown,1100,275,Able Sisters,Simple,BottomsTexPantsWideSusomise0
cuffed pants,Purple,1100,275,Able Sisters,Simple,BottomsTexPantsWideSusomise1
cuffed pants,Green,1100,275,Able Sisters,Simple,BottomsTexPantsWideSusomise2
cuffed pants,Gray,1100,275,Able Sisters,Simple,BottomsTexPantsWideSusomise3
culottes,Light blue,700,175,Able Sisters,Cute,BottomsTexPantsHotCulotte0
culottes,White,700,175,Able Sisters,Cute,BottomsTexPantsHotCulotte1
culottes,Pink,700,175,Able Sisters,Cute,BottomsTexPantsHotCulotte2
culottes,Green,700,175,Able Sisters,Cute,BottomsTexPantsHotCulotte3
cut-pleather skirt,Brown,1100,275,Able Sisters,Simple,BottomsTexSkirtLongCutleather0
cut-pleather skirt,Pink,1100,275,Able Sisters,Simple,BottomsTexSkirtLongCutleather1
cut-pleather skirt,Navy blue,1100,275,Able Sisters,Simple,BottomsTexSkirtLongCutleather2
cut-pleather skirt,White,1100,275,Able Sisters,Simple,BottomsTexSkirtLongCutleather3
cycling shorts,Blue & red,700,175,Able Sisters,Active,BottomsTexPantsNormalCycle0
cycling shorts,Black & blue,700,175,Able Sisters,Active,BottomsTexPantsNormalCycle1
cycling shorts,Black & red,700,175,Able Sisters,Active,BottomsTexPantsNormalCycle2
cycling shorts,Black & yellow,700,175,Able Sisters,Active,BottomsTexPantsNormalCycle3
cycling shorts,Red & green,700,175,Able Sisters,Active,BottomsTexPantsNormalCycle4
cycling shorts,Orange & red,700,175,Able Sisters,Active,BottomsTexPantsNormalCycle5
cycling shorts,Green & purple,700,175,Able Sisters,Active,BottomsTexPantsNormalCycle6
cycling shorts,Purple & pink,700,175,Able Sisters,Active,BottomsTexPantsNormalCycle7
dance warm-up pants,Black,1560,390,Able Sisters,Active,BottomsTexPantsWideCool0
dance warm-up pants,White,1560,390,Able Sisters,Active,BottomsTexPantsWideCool1
dance warm-up pants,Purple,1560,390,Able Sisters,Active,BottomsTexPantsWideCool2
dance warm-up pants,Red,1560,390,Able Sisters,Active,BottomsTexPantsWideCool3
denim cutoffs,Blue,1120,280,Able Sisters,Simple,BottomsTexPantsHotDenim0
denim cutoffs,Light blue,1120,280,Able Sisters,Simple,BottomsTexPantsHotDenim1
denim cutoffs,Navy blue,1120,280,Able Sisters,Simple,BottomsTexPantsHotDenim2
denim cutoffs,White,1120,280,Able Sisters,Simple,BottomsTexPantsHotDenim3
denim cutoffs,Black,1120,280,Able Sisters,Simple,BottomsTexPantsHotDenim4
denim painter's pants,Navy blue,1560,390,Able Sisters,Simple,BottomsTexPantsWideDenim0
denim painter's pants,Light blue,1560,390,Able Sisters,Simple,BottomsTexPantsWideDenim1
denim painter's pants,Blue,1560,390,Able Sisters,Simple,BottomsTexPantsWideDenim2
denim painter's pants,Black,1560,390,Able Sisters,Simple,BottomsTexPantsWideDenim3
denim painter's pants,White,1560,390,Able Sisters,Simple,BottomsTexPantsWideDenim4
denim pants,Blue,1120,280,Able Sisters,Simple,BottomsTexPantsNormalDenim0
denim pants,Light blue,1120,280,Able Sisters,Simple,BottomsTexPantsNormalDenim1
denim pants,Navy blue,1120,280,Able Sisters,Simple,BottomsTexPantsNormalDenim2
denim pants,Black,1120,280,Able Sisters,Simple,BottomsTexPantsNormalDenim3
denim pants,White,1120,280,Able Sisters,Simple,BottomsTexPantsNormalDenim4
denim skirt,Blue,1120,280,Able Sisters,Simple,BottomsTexSkirtBoxDenim0
denim skirt,Light blue,1120,280,Able Sisters,Simple,BottomsTexSkirtBoxDenim1
denim skirt,Navy blue,1120,280,Able Sisters,Simple,BottomsTexSkirtBoxDenim2
denim skirt,Black,1120,280,Able Sisters,Simple,BottomsTexSkirtBoxDenim3
denim skirt,White,1120,280,Able Sisters,Simple,BottomsTexSkirtBoxDenim4
dotted shorts,Black,980,245,Able Sisters,Cute,BottomsTexPantsHotDotgold0
dotted shorts,Gray,980,245,Able Sisters,Cute,BottomsTexPantsHotDotgold1
down pants,Blue,1120,280,Able Sisters,Active,BottomsTexPantsNormalDown0
down pants,Black,1120,280,Able Sisters,Active,BottomsTexPantsNormalDown1
down pants,Red,1120,280,Able Sisters,Active,BottomsTexPantsNormalDown2
down pants,White,1120,280,Able Sisters,Active,BottomsTexPantsNormalDown3
down pants,Green,1120,280,Able Sisters,Active,BottomsTexPantsNormalDown4
down pants,Yellow,1120,280,Able Sisters,Active,BottomsTexPantsNormalDown5
down pants,Orange,1120,280,Able Sisters,Active,BottomsTexPantsNormalDown6
down pants,Lime,1120,280,Able Sisters,Active,BottomsTexPantsNormalDown7
down skirt,Blue,1040,260,Able Sisters,Active,BottomsTexSkirtBoxDown0
down skirt,Black,1040,260,Able Sisters,Active,BottomsTexSkirtBoxDown1
down skirt,Red,1040,260,Able Sisters,Active,BottomsTexSkirtBoxDown2
down skirt,White,1040,260,Able Sisters,Active,BottomsTexSkirtBoxDown3
down skirt,Green,1040,260,Able Sisters,Active,BottomsTexSkirtBoxDown4
down skirt,Yellow,1040,260,Able Sisters,Active,BottomsTexSkirtBoxDown5
down skirt,Orange,1040,260,Able Sisters,Active,BottomsTexSkirtBoxDown6
down skirt,Lime,1040,260,Able Sisters,Active,BottomsTexSkirtBoxDown7
draped skirt,Red,1820,455,Able Sisters,Simple,BottomsTexSkirtLongDrape0
draped skirt,Green,1820,455,Able Sisters,Simple,BottomsTexSkirtLongDrape1
draped skirt,Blue,1820,455,Able Sisters,Simple,BottomsTexSkirtLongDrape2
draped skirt,Gray,1820,455,Able Sisters,Simple,BottomsTexSkirtLongDrape3
draped skirt,Orange,1820,455,Able Sisters,Simple,BottomsTexSkirtLongDrape4
draped skirt,Pink,1820,455,Able Sisters,Simple,BottomsTexSkirtLongDrape5
draped skirt,Purple,1820,455,Able Sisters,Simple,BottomsTexSkirtLongDrape6
draped skirt,Light blue,1820,455,Able Sisters,Simple,BottomsTexSkirtLongDrape7
dreamy pants,Pink,1440,360,Able Sisters,Cute,BottomsTexPantsWideYumekawa0
dreamy pants,Green,1440,360,Able Sisters,Cute,BottomsTexPantsWideYumekawa1
dreamy pants,Yellow,1440,360,Able Sisters,Cute,BottomsTexPantsWideYumekawa2
dreamy pants,Blue,1440,360,Able Sisters,Cute,BottomsTexPantsWideYumekawa3
dress pants,Green,1300,325,Able Sisters,Simple,BottomsTexPantsWideSchool0
dress pants,Navy blue,1300,325,Able Sisters,Simple,BottomsTexPantsWideSchool1
dress pants,Beige,1300,325,Able Sisters,Simple,BottomsTexPantsWideSchool2
dress pants,Berry red,1300,325,Able Sisters,Simple,BottomsTexPantsWideSchool3
elephant-print pants,Red,1100,275,Able Sisters,Simple,BottomsTexPantsWideThail0
elephant-print pants,Blue,1100,275,Able Sisters,Simple,BottomsTexPantsWideThail1
elephant-print pants,Orange,1100,275,Able Sisters,Simple,BottomsTexPantsWideThail2
elephant-print pants,Green,1100,275,Able Sisters,Simple,BottomsTexPantsWideThail3
elephant-print pants,Purple,1100,275,Able Sisters,Simple,BottomsTexPantsWideThail4
elephant-print pants,Black,1100,275,Able Sisters,Simple,BottomsTexPantsWideThail5
embellished denim pants,Blue,1300,325,Able Sisters,Cool,BottomsTexPantsWidePrintdenim0
embellished denim pants,Light blue,1300,325,Able Sisters,Cool,BottomsTexPantsWidePrintdenim1
embellished denim pants,Black,1300,325,Able Sisters,Cool,BottomsTexPantsWidePrintdenim2
embroidered floral skirt,Green,1320,330,Able Sisters,Elegant,BottomsTexSkirtLongEmbroidery0
embroidered floral skirt,Blue,1320,330,Able Sisters,Elegant,BottomsTexSkirtLongEmbroidery1
embroidered floral skirt,Berry red,1320,330,Able Sisters,Elegant,BottomsTexSkirtLongEmbroidery2
embroidered-pattern skirt,Blue,1100,275,Able Sisters,Simple,BottomsTexSkirtLongGeometric0
embroidered-pattern skirt,Green,1100,275,Able Sisters,Simple,BottomsTexSkirtLongGeometric1
embroidered-pattern skirt,Red,1100,275,Able Sisters,Simple,BottomsTexSkirtLongGeometric2
explorer shorts,Camel,1040,260,Able Sisters,Active,BottomsTexPantsHalfExplorer0
explorer shorts,Avocado,1040,260,Able Sisters,Active,BottomsTexPantsHalfExplorer1
explorer shorts,Beige,1040,260,Able Sisters,Active,BottomsTexPantsHalfExplorer2
explorer shorts,Blue,1040,260,Able Sisters,Active,BottomsTexPantsHalfExplorer3
faux-fur skirt,Light blue,1440,360,Able Sisters,Cute,BottomsTexSkirtAlineFur0
faux-fur skirt,Pink,1440,360,Able Sisters,Cute,BottomsTexSkirtAlineFur1
faux-fur skirt,Red,1440,360,Able Sisters,Cute,BottomsTexSkirtAlineFur2
faux-fur skirt,Purple,1440,360,Able Sisters,Cute,BottomsTexSkirtAlineFur3
faux-fur skirt,Yellow,1440,360,Able Sisters,Cute,BottomsTexSkirtAlineFur4
faux-shearling skirt,Beige,1560,390,Able Sisters,Simple,BottomsTexSkirtBoxMouton0
faux-shearling skirt,Pink,1560,390,Able Sisters,Simple,BottomsTexSkirtBoxMouton1
faux-shearling skirt,Green,1560,390,Able Sisters,Simple,BottomsTexSkirtBoxMouton2
faux-shearling skirt,Black,1560,390,Able Sisters,Simple,BottomsTexSkirtBoxMouton3
faux-shearling skirt,Gray,1560,390,Able Sisters,Simple,BottomsTexSkirtBoxMouton4
flare skirt,Red,1140,285,Able Sisters,Simple,BottomsTexSkirtAlineFlare0
flare skirt,Black,1140,285,Able Sisters,Simple,BottomsTexSkirtAlineFlare1
flare skirt,Pink,1140,285,Able Sisters,Simple,BottomsTexSkirtAlineFlare2
flare skirt,Mint,1140,285,Able Sisters,Simple,BottomsTexSkirtAlineFlare3
flare skirt,Light blue,1140,285,Able Sisters,Simple,BottomsTexSkirtAlineFlare4
flashy slacks,White,1300,325,Able Sisters,Gorgeous,BottomsTexPantsNormalSlacksgaudy0
flashy slacks,Black,1300,325,Able Sisters,Gorgeous,BottomsTexPantsNormalSlacksgaudy1
flashy slacks,Purple,1300,325,Able Sisters,Gorgeous,BottomsTexPantsNormalSlacksgaudy2
flashy slacks,Berry red,1300,325,Able Sisters,Gorgeous,BottomsTexPantsNormalSlacksgaudy3
flashy slacks,Aquamarine,1300,325,Able Sisters,Gorgeous,BottomsTexPantsNormalSlacksgaudy4
flashy slacks,Yellow,1300,325,Able Sisters,Gorgeous,BottomsTexPantsNormalSlacksgaudy5
floral lace skirt,Light blue,1320,330,Able Sisters,Elegant,BottomsTexSkirtBoxLace0
floral lace skirt,Pink,1320,330,Able Sisters,Elegant,BottomsTexSkirtBoxLace1
floral lace skirt,Blue,1320,330,Able Sisters,Elegant,BottomsTexSkirtBoxLace2
floral lace skirt,Ruby red,1320,330,Able Sisters,Elegant,BottomsTexSkirtBoxLace3
floral lace skirt,Orange,1320,330,Able Sisters,Elegant,BottomsTexSkirtBoxLace4
floral lace skirt,Green,1320,330,Able Sisters,Elegant,BottomsTexSkirtBoxLace5
floral lace skirt,Purple,1320,330,Able Sisters,Elegant,BottomsTexSkirtBoxLace6
floral lace skirt,Black,1320,330,Able Sisters,Elegant,BottomsTexSkirtBoxLace7
floral skirt,Light blue,1100,275,Able Sisters,Elegant,BottomsTexSkirtLongFlower0
floral skirt,Yellow,1100,275,Able Sisters,Elegant,BottomsTexSkirtLongFlower1
floral skirt,Pink,1100,275,Able Sisters,Elegant,BottomsTexSkirtLongFlower2
football pants,Green,980,245,Able Sisters,Active,BottomsTexPantsNormalAmericanfootball0
football pants,White,980,245,Able Sisters,Active,BottomsTexPantsNormalAmericanfootball1
football pants,Yellow,980,245,Able Sisters,Active,BottomsTexPantsNormalAmericanfootball2
football pants,Berry red,980,245,Able Sisters,Active,BottomsTexPantsNormalAmericanfootball3
football pants,Blue,980,245,Able Sisters,Active,BottomsTexPantsNormalAmericanfootball4
football pants,Turquoise,980,245,Able Sisters,Active,BottomsTexPantsNormalAmericanfootball5
football pants,Red,980,245,Able Sisters,Active,BottomsTexPantsNormalAmericanfootball6
football pants,Black,980,245,Able Sisters,Active,BottomsTexPantsNormalAmericanfootball7
formal shorts,White,840,210,Able Sisters,Simple,BottomsTexPantsHalfFormal0
formal shorts,Navy blue,840,210,Able Sisters,Simple,BottomsTexPantsHalfFormal1
formal shorts,Pink,840,210,Able Sisters,Simple,BottomsTexPantsHalfFormal2
formal shorts,Light blue,840,210,Able Sisters,Simple,BottomsTexPantsHalfFormal3
formal shorts,Yellow,840,210,Able Sisters,Simple,BottomsTexPantsHalfFormal4
formal shorts,Purple,840,210,Able Sisters,Simple,BottomsTexPantsHalfFormal5
formal shorts,Lime,840,210,Able Sisters,Simple,BottomsTexPantsHalfFormal6
formal shorts,Beige,840,210,Able Sisters,Simple,BottomsTexPantsHalfFormal7
frilly pants,Yellow,1200,300,Able Sisters,Simple,BottomsTexPantsWideFrilled0
frilly pants,Mint,1200,300,Able Sisters,Simple,BottomsTexPantsWideFrilled1
frilly pants,Pink,1200,300,Able Sisters,Simple,BottomsTexPantsWideFrilled2
frilly pants,Blue,1200,300,Able Sisters,Simple,BottomsTexPantsWideFrilled3
frilly pants,Orange,1200,300,Able Sisters,Simple,BottomsTexPantsWideFrilled4
frilly skirt,Pink,1100,275,Able Sisters,Cute,BottomsTexSkirtAlineFrilled0
frilly skirt,Blue,1100,275,Able Sisters,Cute,BottomsTexSkirtAlineFrilled1
frilly skirt,Green,1100,275,Able Sisters,Cute,BottomsTexSkirtAlineFrilled2
frilly skirt,Orange,1100,275,Able Sisters,Cute,BottomsTexSkirtAlineFrilled3
frilly skirt,Purple,1100,275,Able Sisters,Cute,BottomsTexSkirtAlineFrilled4
frilly skirt,Gray,1100,275,Able Sisters,Cute,BottomsTexSkirtAlineFrilled5
