name,buy_price,sell_price,source,filename
Marine Song 2001,3200,800,Nook Shopping Catalog,mjk_HunaUta2001
Mountain Song,3200,800,Nook Shopping Catalog,mjk_Alpine
Mr. K.K.,3200,800,Nook Shopping Catalog,mjk_Sensei
My Place,3200,800,Nook Shopping Catalog,mjk_BokuNoBasho
Neapolitan,3200,800,Nook Shopping Catalog,mjk_Napolitan
Only Me,3200,800,Nook Shopping Catalog,mjk_OnlyMe
Pondering,3200,800,Nook Shopping Catalog,mjk_KangaeChu
Rockin' K.K.,3200,800,Nook Shopping Catalog,mjk_RocknRoll
Soulful K.K.,3200,800,Nook Shopping Catalog,mjk_Gospel
Space K.K.,3200,800,Nook Shopping Catalog,mjk_Minimal
Spring Blossoms,3200,800,Nook Shopping Catalog,mjk_HaruNoKomorebi
Stale Cupcakes,3200,800,Nook Shopping Catalog,mjk_BlueOnigiri
Steep Hill,3200,800,Nook Shopping Catalog,mjk_NiDanZaka
Surfin' K.K.,3200,800,Nook Shopping Catalog,mjk_Eleki
The K. Funk,3200,800,Nook Shopping Catalog,mjk_Funk
To the Edge,3200,800,Nook Shopping Catalog,mjk_NamiNami
Two Days Ago,3200,800,Nook Shopping Catalog,mjk_Ototoi
Wandering,3200,800,Nook Shopping Catalog,mjk_Horo
Welcome Horizons,,800,K.K. concert,mjk_MainTheme
hazure01,3200,800,K.K. concert,mjk_Miss1
hazure02,3200,800,K.K. concert,mjk_Miss2
hazure03,3200,800,K.K. concert,mjk_Miss3
